gene_name,gene_type
AC073346.2,TEC
AL136164.3,TEC
AC092135.1,TEC
AP001541.1,TEC
PRAL,TEC
AP000720.1,TEC
Z99916.3,lncRNA
AP000648.3,TEC
AC008761.3,TEC
OR2T11,protein_coding
AC013643.3,TEC
CU634019.3,TEC
AP003072.4,TEC
AC134026.2,TEC
AL139288.2,TEC
NDUFAF2P1,processed_pseudogene
AC073530.2,TEC
AC092999.1,TEC
AC002525.1,TEC
AL158212.4,TEC
AC006994.1,lncRNA
AC105074.1,TEC
AC069528.2,TEC
AC018692.1,lncRNA
AL035252.4,TEC
AL645730.1,TEC
AL136359.1,lncRNA
AC004972.1,TEC
AC073439.1,TEC
AC020910.6,TEC
AJ003147.3,TEC
RBM12B-AS1,TEC
AC090772.4,TEC
AC096636.1,TEC
AC073592.6,TEC
AL353662.2,pseudogene
AC127024.7,TEC
AC100788.2,TEC
AC090617.7,TEC
AP000756.1,TEC
AP000866.6,lncRNA
AC127071.2,TEC
AC007342.6,TEC
Z98885.3,lncRNA
AC021945.1,TEC
AC012513.3,TEC
AC092692.1,TEC
AC006557.6,TEC
AP001324.3,TEC
AC090373.1,TEC
AC007610.4,TEC
AC007224.2,TEC
AP002833.3,TEC
AL359195.2,TEC
AC007546.2,TEC
AC079331.1,TEC
AC114546.3,TEC
AP000695.3,TEC
AC120349.2,TEC
AC102797.2,TEC
AL031123.3,TEC
AC046185.3,TEC
AC004777.1,TEC
AC137723.1,TEC
AC027228.3,TEC
AC244517.7,lncRNA
AC092435.4,TEC
AC003973.2,TEC
AC009159.4,TEC
AC024595.1,TEC
CR392039.2,processed_pseudogene
AC018665.1,TEC
AC080188.2,TEC
AC021106.2,TEC
AC011474.4,TEC
AC073578.3,TEC
AF127577.6,TEC
AC116456.2,TEC
AL158801.4,processed_pseudogene
AL139005.1,TEC
AC015871.4,TEC
OR5L1,protein_coding
AC018445.2,TEC
AL078596.1,TEC
AL356095.2,TEC
AC008957.3,TEC
AL133383.2,TEC
AL078595.3,TEC
AC008739.6,TEC
AC004696.2,TEC
AL359183.1,TEC
AC007191.1,TEC
AC135068.4,protein_coding
AC020658.6,TEC
AC099494.1,TEC
AC090643.2,TEC
AC020763.3,TEC
AC112497.2,pseudogene
CDRT15P9,processed_pseudogene
AC099494.2,TEC
AC099689.3,TEC
AC019322.4,TEC
LINC00244,lncRNA
AC004925.1,TEC
AC138627.2,TEC
AC067863.2,TEC
AC231657.1,TEC
AL445363.3,TEC
AC092279.2,TEC
AC243312.1,TEC
AC007490.1,TEC
AC087164.2,TEC
AC004009.2,TEC
AL590560.4,TEC
AC011840.5,TEC
AC015799.1,TEC
AC018529.3,TEC
AL049776.1,TEC
Z82170.1,TEC
AP001002.2,TEC
AC105114.1,TEC
AL008638.3,lncRNA
Z92544.2,TEC
AP000542.2,lncRNA
AL513497.1,TEC
AC135584.1,TEC
AC135068.5,unprocessed_pseudogene
AC005915.1,TEC
AL118508.3,TEC
AC112200.1,TEC
AC006277.1,TEC
Z99129.4,TEC
AP003499.5,TEC
AC117500.5,TEC
AL353763.1,TEC
WASH9P,unprocessed_pseudogene
AC244230.1,lncRNA
AP001271.2,TEC
AC112243.1,TEC
AC005480.2,processed_pseudogene
AC093028.1,TEC
AL159972.1,lncRNA
AC096720.2,TEC
AC090950.2,TEC
AC073911.1,TEC
AP000350.8,lncRNA
AC109454.4,TEC
AC091903.1,TEC
AC244517.8,lncRNA
AC125437.2,TEC
AC087894.2,TEC
AC092139.2,TEC
CU634019.4,unprocessed_pseudogene
AC127071.3,TEC
AP005205.3,TEC
AC138466.4,TEC
AC104791.2,TEC
AC007683.3,TEC
AC090498.1,processed_pseudogene
KLHL30-AS1,lncRNA
AC016734.1,TEC
OR2AG1,protein_coding
AC004623.1,TEC
AL355377.2,TEC
AC109446.3,TEC
AP003733.3,TEC
FP565260.4,protein_coding
AL117328.2,lncRNA
AL928654.4,TEC
AP003784.1,TEC
AL356121.2,TEC
AL157770.1,TEC
AC108704.2,TEC
CR392039.3,lncRNA
AC016542.2,TEC
AL353649.1,TEC
AD001527.2,TEC
AC022513.1,TEC
AC112484.4,TEC
AC007494.3,TEC
AL356274.2,TEC
AC011755.1,TEC
AL157902.2,TEC
OR4C16,protein_coding
FAM230C,lncRNA
AC083843.3,TEC
AC007382.1,TEC
AC093525.8,TEC
AL359396.2,TEC
AC040168.2,TEC
AC002451.2,TEC
AC011239.2,TEC
AC073592.7,TEC
AC115618.3,TEC
AC008764.8,lncRNA
AC092881.1,TEC
AC022140.2,TEC
AC002094.5,TEC
AP001340.1,TEC
AC093458.2,TEC
AC020658.7,TEC
AC006486.2,TEC
AC005261.5,TEC
AC015908.5,TEC
AC129908.1,TEC
AL133243.4,TEC
AL022323.4,lncRNA
AP000437.1,TEC
AL359757.1,TEC
AC025263.3,TEC
AC130448.2,TEC
AC091181.1,TEC
AC010435.1,TEC
AC244517.9,lncRNA
AC104820.1,TEC
AL845472.1,TEC
AC090617.8,TEC
AL121835.2,TEC
AC005703.4,TEC
AC093525.9,TEC
AC020763.4,TEC
AC099804.1,TEC
AL162426.1,lncRNA
AC021683.4,TEC
AC134407.2,TEC
AL583859.2,TEC
AC004899.2,TEC
LINC01666,lncRNA
AC073862.2,TEC
AC009086.2,TEC
AC005593.1,TEC
AL109653.2,TEC
AP000711.1,TEC
AC006963.1,TEC
AC087762.2,TEC
AC079416.3,TEC
AC005786.4,TEC
AC002044.2,TEC
AC010653.2,TEC
AL132642.2,TEC
AL049780.3,TEC
AC126335.2,TEC
AL031593.1,lncRNA
AC009948.3,TEC
AC005514.1,TEC
AC015804.1,TEC
AC005052.1,TEC
AC109326.1,TEC
AP000720.2,TEC
AC092723.2,TEC
AC067930.5,TEC
AC006600.2,TEC
AL358613.2,lncRNA
AL353795.3,TEC
AL158070.2,TEC
C20orf181,TEC
AC012313.10,TEC
AC124283.5,TEC
CR381572.2,processed_pseudogene
AL096817.1,TEC
AC005796.1,TEC
AC020907.5,TEC
AC099494.3,TEC
AC020978.8,TEC
AC025280.2,lncRNA
AL359697.1,lncRNA
AL591122.1,TEC
DUX4L28,unprocessed_pseudogene
AC131280.1,TEC
AC048380.3,TEC
AC190387.1,TEC
AL158211.5,TEC
AP003108.4,TEC
AL137918.1,TEC
AC091895.1,TEC
LINC00216,lncRNA
AC018445.3,TEC
AC008873.1,TEC
AC135068.6,unprocessed_pseudogene
AC138466.5,TEC
AC120057.3,TEC
AL023973.1,TEC
CU633904.2,unprocessed_pseudogene
AP000432.2,TEC
AC020978.9,TEC
AC073912.3,TEC
Z82217.1,lncRNA
AC004678.2,TEC
AC004009.3,TEC
AL132780.4,TEC
AL161901.1,TEC
AC110491.2,lncRNA
AL451064.2,TEC
AC005703.5,TEC
AC131649.2,TEC
AC104623.2,TEC
AC012100.3,TEC
AC116553.2,TEC
AL603839.4,TEC
AC024610.2,lncRNA
AC079801.1,lncRNA
AL359922.3,TEC
AC106754.2,TEC
AP006621.5,TEC
AC092919.2,TEC
AC123769.1,TEC
AC080100.1,TEC
AC011483.3,TEC
AL162377.2,TEC
AC090386.2,TEC
AC091925.2,TEC
AC092135.2,TEC
AC120338.1,TEC
AC090517.3,TEC
AP003969.2,TEC
MAPT-IT1,lncRNA
AC142391.1,protein_coding
FP565260.5,lncRNA
AQP7P3,unprocessed_pseudogene
AC022400.7,TEC
AP000280.2,TEC
AC113410.3,TEC
AC110285.6,TEC
AC099521.2,TEC
AC011270.2,TEC
AL359757.2,TEC
AP001273.1,TEC
AP003400.5,TEC
AC027335.2,TEC
AC004264.2,TEC
AC131212.2,TEC
AP003497.2,TEC
AL356266.1,TEC
AC017037.3,TEC
AC148477.8,TEC
AC092701.1,TEC
AL353608.4,TEC
AC120349.3,TEC
AC133637.1,TEC
CU633906.3,unprocessed_pseudogene
AP004782.1,TEC
FP325330.3,lncRNA
AC080038.3,TEC
Z95114.2,lncRNA
AL161912.4,TEC
AC006128.1,TEC
AC005336.3,TEC
SNX18P12,processed_pseudogene
AC015871.5,TEC
SOWAHCP2,processed_pseudogene
AC018737.2,TEC
AC007342.7,TEC
AC005086.3,pseudogene
AL391005.1,TEC
AC005609.5,lncRNA
LINC02033,lncRNA
CU638689.2,unprocessed_pseudogene
AC092326.1,TEC
KMT5AP1,processed_pseudogene
AC027279.3,TEC
AP001642.1,TEC
AC090506.2,TEC
AC124312.4,TEC
AC112204.3,TEC
AL022311.1,lncRNA
AC011369.2,TEC
AC007342.8,TEC
AP000974.1,TEC
AC002090.1,TEC
AC132938.5,TEC
AC092850.1,TEC
AC130456.6,TEC
AC008764.9,TEC
AC093875.1,TEC
AC239585.2,lncRNA
FP475955.2,lncRNA
AC011389.2,TEC
AC011558.1,TEC
AL162376.1,TEC
AC091905.3,TEC
AC012317.2,TEC
AC132068.1,TEC
AC105339.5,TEC
AC118344.2,TEC
OR5D13,protein_coding
AC005899.8,lncRNA
AC009102.3,TEC
AC013394.1,protein_coding
AC067931.1,TEC
CU639417.2,TEC
LINC00552,TEC
AP000997.4,TEC
AC026422.1,TEC
AL050303.3,TEC
AL590483.3,TEC
AC004585.2,TEC
AL445437.1,TEC
AC009039.2,TEC
AC138907.9,TEC
AC079336.6,TEC
PPIAL4F,protein_coding
AC018692.2,processed_pseudogene
FP236315.3,lncRNA
AC008267.7,TEC
AC105235.1,TEC
CU638689.3,unprocessed_pseudogene
AC120114.3,TEC
AL590552.1,TEC
AC018892.3,TEC
AC015909.5,TEC
AP000676.3,TEC
AC024580.1,TEC
AC138907.10,TEC
AL133384.2,TEC
LINC02339,lncRNA
AC018659.8,TEC
AC006077.2,TEC
BCLAF1P2,processed_pseudogene
AC111170.3,TEC
AC009090.5,TEC
PRAMEF18,protein_coding
Z95114.3,TEC
AC018629.1,TEC
AC011472.5,TEC
AC005538.2,TEC
AL109924.3,TEC
AC093330.2,TEC
AC120057.4,TEC
CR392000.1,TEC
AC010997.6,TEC
AC020763.5,TEC
AC073911.2,TEC
AP002991.1,TEC
AL390318.1,TEC
AC145098.2,TEC
AC016397.2,TEC
AC003957.1,TEC
AC136469.2,TEC
AC015959.1,TEC
AL031846.2,lncRNA
AC068870.3,TEC
AL121785.1,TEC
AP002967.1,TEC
AC112694.2,TEC
AL356273.3,TEC
AL512383.1,TEC
AC004801.7,TEC
AC092135.3,TEC
AC007603.2,TEC
AC096656.1,TEC
AC097372.2,TEC
AC015660.4,TEC
C8orf87,lncRNA
AL008638.4,lncRNA
CR382287.1,lncRNA
AC083964.2,TEC
AC004453.2,TEC
AC005618.2,lncRNA
AC106733.1,TEC
AC068880.4,TEC
AC093323.2,TEC
AC008568.2,TEC
AC073548.1,TEC
AC092964.1,TEC
AC069547.1,TEC
NCOR1P4,transcribed_processed_pseudogene
AC006511.3,TEC
AC022418.1,TEC
AC006435.4,TEC
LINC01126,lncRNA
AC064859.1,TEC
AC074029.4,TEC
AC079248.2,TEC
AP003108.5,TEC
AC091152.4,TEC
AC134407.3,TEC
AC041040.1,TEC
AC112702.1,TEC
AC010480.1,TEC
AC010894.4,TEC
AP005060.1,TEC
AC087645.3,TEC
AC046158.4,TEC
AC012183.1,TEC
FLJ42393,TEC
Z73965.1,TEC
CU633904.3,unprocessed_pseudogene
BIRC6-AS2,transcribed_unprocessed_pseudogene
AP001767.3,TEC
AC092117.2,TEC
SLC7A2-IT1,TEC
AC068057.2,TEC
AC063926.3,TEC
AC018695.7,TEC
AC026748.3,TEC
AL731532.1,TEC
AC068448.1,TEC
AP001962.1,TEC
AL008638.5,lncRNA
AC079331.2,TEC
AC006840.1,TEC
AC068880.5,TEC
LINC01651,lncRNA
AC022417.1,TEC
AL356585.4,unprocessed_pseudogene
AC144522.1,TEC
AL138831.3,TEC
Z95114.4,lncRNA
FO538757.1,unprocessed_pseudogene
AL354796.1,TEC
AL032819.2,TEC
AC073593.1,TEC
AP006248.3,lncRNA
AL031595.1,TEC
AL353611.2,TEC
AC008806.1,TEC
AC025034.2,TEC
AC073862.3,TEC
AL353597.3,TEC
FLJ38576,TEC
AC013489.3,TEC
AC244034.3,TEC
AC008895.1,TEC
AC022784.6,lncRNA
AL138688.2,TEC
AC068787.1,TEC
AC117503.3,TEC
BX324167.2,lncRNA
AC129778.1,transcribed_unprocessed_pseudogene
AC073082.1,protein_coding
AC110769.3,TEC
AC019278.1,TEC
AC024580.2,TEC
AL137783.1,TEC
OR5R1,protein_coding
AP001525.1,TEC
AC009949.1,TEC
AL390755.2,TEC
AC008626.2,unprocessed_pseudogene
FP671120.5,TEC
CCDC28A-AS1,lncRNA
AC023024.2,TEC
AC020910.7,TEC
AL356596.1,TEC
CU104787.1,lncRNA
AC073862.4,TEC
AC008764.10,TEC
AC012629.4,TEC
GABARAPL3,TEC
AC018445.4,TEC
AL162274.3,TEC
AC244517.10,protein_coding
AC008498.2,TEC
AC008103.1,lncRNA
AC011815.3,TEC
RPSAP68,processed_pseudogene
AC009044.1,TEC
AC078925.3,TEC
AC017037.4,TEC
AC139792.3,TEC
AC004491.1,TEC
AC133485.6,TEC
FP475955.3,lncRNA
AC009135.2,TEC
AC078925.4,TEC
AC097637.2,TEC
AC005086.4,pseudogene
AC079298.2,lncRNA
AC008079.1,lncRNA
AC020923.1,TEC
AP001350.2,TEC
AL031595.2,lncRNA
RPL23AP61,processed_pseudogene
CU639417.3,processed_pseudogene
AC243960.10,TEC
AC024023.1,TEC
AC091905.4,TEC
AC112200.2,TEC
CU634019.5,lncRNA
CU633906.4,unprocessed_pseudogene
AC116407.3,TEC
OR51F1,protein_coding
AC126544.1,TEC
AD000813.1,TEC
AC048347.1,TEC
AL008638.6,lncRNA
AC005618.3,lncRNA
AC007342.9,TEC
AC007431.3,TEC
AC244517.11,lncRNA
AP002800.1,TEC
AC116407.4,TEC
AC011676.5,TEC
AC020661.4,lncRNA
AC092653.2,TEC
DNM1P41,TEC
RN7SKP23,TEC
AC095031.1,TEC
AC022336.3,TEC
AC118282.4,TEC
AC099506.2,TEC
AC104581.4,TEC
AC091825.3,TEC
AC012409.5,TEC
AC079597.1,TEC
AC079456.1,TEC
AC011199.1,TEC
AC004241.5,TEC
TMEM75,lncRNA
AC097520.1,TEC
AL022069.2,TEC
AL117378.2,TEC
AC093831.2,TEC
AL512506.2,TEC
AC011504.1,TEC
AL031719.1,TEC
AC012676.5,TEC
AC130304.1,TEC
AC023818.1,TEC
AC138965.2,TEC
AC127024.8,TEC
AL049833.3,TEC
GATD3B,protein_coding
AL157996.1,TEC
AL353763.2,TEC
AC016526.3,TEC
AC011447.7,TEC
TBC1D22A-AS1,lncRNA
LINC01667,transcribed_processed_pseudogene
AF246928.1,TEC
AC079777.1,TEC
AP001002.3,TEC
AC026887.1,TEC
AC011481.3,TEC
AC126474.2,TEC
AP000590.1,TEC
OR8B4,protein_coding
AC020895.2,TEC
AC002044.3,TEC
AP002791.1,TEC
OR1B1,protein_coding
CU639417.4,lncRNA
AC015967.2,TEC
AC073592.8,TEC
AC011155.1,TEC
AL603750.1,TEC
AC007792.1,TEC
AC010608.3,TEC
AC009487.3,TEC
AC008555.6,TEC
AL022393.1,TEC
AJ239318.1,lncRNA
PLAC4,lncRNA
AC087893.3,TEC
AL357140.3,TEC
AL021920.2,unprocessed_pseudogene
AC136603.1,TEC
AC231657.2,unprocessed_pseudogene
AC122688.4,TEC
AC090983.1,lncRNA
AC093642.3,TEC
AC073857.1,TEC
AC010335.3,TEC
AC016168.3,TEC
AP003485.2,TEC
AC005252.2,TEC
AC069542.2,pseudogene
AL662795.2,TEC
AL132780.5,TEC
AC027348.2,TEC
AC026471.6,TEC
AL731532.2,TEC
AL096816.1,TEC
AC240565.2,lncRNA
AC116348.4,TEC
AC027290.2,TEC
AC010297.1,TEC
AC098679.3,TEC
AL357562.1,TEC
AP000892.4,TEC
AC073308.1,TEC
CU638689.4,lncRNA
AC084026.3,TEC
AL049844.3,protein_coding
AC004877.2,TEC
AC148477.9,TEC
AC009078.3,TEC
AC133065.3,TEC
AC073255.1,TEC
AL021408.2,TEC
AL359510.2,TEC
AC016583.1,TEC
AC135050.7,TEC
AC022413.1,TEC
AL136531.3,TEC
AC040160.2,TEC
CU638689.5,lncRNA
PCDH20,protein_coding
AC016542.3,TEC
AP000943.3,TEC
AC005274.1,TEC
AL136526.1,lncRNA
AC010329.5,unprocessed_pseudogene
FP475955.4,processed_pseudogene
AC104447.1,TEC
AC012486.1,TEC
AC004408.2,TEC
CU639417.5,lncRNA
AC023824.6,TEC
AC025262.1,TEC
AC131888.1,TEC
AC067852.4,TEC
AL023806.3,TEC
AC091932.3,TEC
AL359258.3,TEC
AC022107.1,TEC
AC007614.2,TEC
AC027279.4,TEC
LINC01669,lncRNA
AC132219.2,TEC
AD000864.1,TEC
AC245140.2,lncRNA
AC055717.3,TEC
C18orf12,TEC
AC087163.2,TEC
Z82202.1,lncRNA
AC073862.5,TEC
AP003400.6,TEC
AC005831.1,TEC
OR1S1,protein_coding
AC009716.2,TEC
AC026401.3,lncRNA
AC106795.5,lncRNA
GGT4P,unprocessed_pseudogene
AC106886.4,TEC
AC012254.5,TEC
UCKL1-AS1,lncRNA
AC027682.7,TEC
AC021613.2,TEC
AL022326.2,TEC
AC126564.1,TEC
AC093908.1,TEC
AL157414.3,TEC
AL365209.1,TEC
AL645820.1,TEC
AL008636.1,lncRNA
AC237221.2,TEC
AC079416.4,TEC
AC079753.1,TEC
AL161658.1,TEC
AL031719.2,TEC
AL589666.2,TEC
AC015813.7,TEC
AC124303.1,TEC
OR12D2,protein_coding
AC022400.8,TEC
AC011498.7,TEC
AC079298.3,lncRNA
AL450226.2,TEC
MTCO1P1,processed_pseudogene
AL512356.3,TEC
AC079336.7,TEC
AC005578.1,TEC
AC124319.3,TEC
AL691477.1,pseudogene
AC097372.3,TEC
AC091912.2,TEC
AC233723.2,TEC
AC004947.2,TEC
AC007741.1,TEC
AC009161.2,TEC
AC093671.1,TEC
ACTR3BP6,processed_pseudogene
AC130456.7,TEC
AC006372.4,TEC
PRAMEF26,protein_coding
AC025125.1,TEC
AP000577.2,TEC
AC068299.2,TEC
AC005858.1,TEC
AF131216.4,lncRNA
AC009145.4,TEC
Z82209.2,TEC
AC009229.4,TEC
AL079342.3,TEC
FLJ30679,TEC
LINC02887,lncRNA
AC006435.5,TEC
AL049781.1,TEC
AC138430.2,TEC
AC010601.2,TEC
AC092608.3,TEC
AC108215.1,TEC
FRG1KP,unprocessed_pseudogene
AC131212.3,TEC
AC131935.2,TEC
AC016251.1,TEC
AC011008.2,TEC
AC099811.6,TEC
AL137058.3,TEC
AC037487.4,lncRNA
AC117503.4,TEC
AP005264.6,TEC
ERICD,lncRNA
AC104260.2,TEC
AC018765.1,TEC
AC137056.2,TEC
AP000676.4,TEC
AC023300.3,TEC
AC092437.1,TEC
AC131212.4,TEC
Z83836.1,TEC
OR8K3,protein_coding
AL732618.1,TEC
AC027309.3,TEC
AC073578.4,TEC
AC025262.2,TEC
AC129502.1,TEC
AL035425.4,TEC
AC053503.5,TEC
AC074183.2,TEC
AC067931.2,TEC
Z97633.1,TEC
CTBP2P10,processed_pseudogene
AC061999.1,TEC
AC020917.4,TEC
AC090617.9,TEC
AC009084.2,TEC
AC016866.3,TEC
AC244517.12,lncRNA
DUX4L25,unprocessed_pseudogene
AC091941.1,TEC
AP001528.2,TEC
AC080080.2,TEC
AP000542.3,lncRNA
AC009166.2,TEC
AC092184.2,TEC
FP236240.3,processed_pseudogene
AC000123.3,TEC
AL138713.1,TEC
AC008133.2,TEC
LINC01726,lncRNA
AC127496.7,TEC
AC116563.2,TEC
AC011466.4,TEC
AC073592.9,TEC
AL132656.4,TEC
AL021877.2,lncRNA
AL138960.2,TEC
AC105133.2,TEC
AC092159.3,TEC
AC084759.3,TEC
AC005858.2,TEC
AC021766.1,TEC
AL161782.1,lncRNA
AP002364.1,TEC
AC034229.5,TEC
AC012640.5,TEC
AL136967.2,TEC
CR382285.2,TEC
AC091953.6,TEC
AC019080.5,lncRNA
AL359740.1,TEC
AC012186.3,TEC
AC027176.3,TEC
AL353898.3,TEC
AP003072.5,TEC
AC009831.4,TEC
AC026362.2,TEC
AC096920.1,lncRNA
Z95331.1,lncRNA
FP325332.1,lncRNA
AP000648.4,TEC
AL109806.1,TEC
AC006330.1,TEC
AC010872.1,TEC
AC007496.3,TEC
AC090574.1,TEC
AC011471.3,TEC
AL034546.1,lncRNA
AC114546.4,TEC
AC011592.1,TEC
AC005858.3,TEC
AC022497.1,TEC
AC127459.3,TEC
AC022532.1,TEC
AC093525.10,TEC
AC005086.5,pseudogene
AC026336.5,TEC
AC104985.3,TEC
AC132872.4,TEC
AC032044.2,TEC
LINC01101,TEC
IGHV1-69D,IG_V_gene
AC004790.2,TEC
AC018470.1,TEC
AC005252.3,TEC
AC009084.3,TEC
AC096887.2,TEC
AC007326.2,lncRNA
AC010531.8,TEC
AC005355.2,TEC
AC115284.2,TEC
AL359852.1,TEC
BX537318.2,TEC
AL357673.2,lncRNA
AC084876.2,TEC
AF001548.3,TEC
AP002782.1,TEC
AL160394.2,TEC
AP000962.2,TEC
FP565260.6,protein_coding
AL031595.3,lncRNA
AC006058.4,TEC
CR392039.4,unprocessed_pseudogene
AC091932.4,TEC
AC004836.1,TEC
AC002064.3,TEC
FP236383.3,lncRNA
AL136313.1,TEC
AC073592.10,TEC
AL049536.1,lncRNA
AL607033.1,TEC
AC034229.6,TEC
AL683826.1,TEC
AL356094.1,TEC
AP006248.4,TEC
AC007347.2,pseudogene
AL359745.1,lncRNA
DUX4L2,unprocessed_pseudogene
SCARNA4,scaRNA
AL356481.2,lncRNA
AL358154.1,lncRNA
AC005329.3,lncRNA
AC007182.3,miRNA
SNORA17B,snoRNA
SNORA16A,snoRNA
Metazoa_SRP,misc_RNA
AL591030.1,lncRNA
SALRNA2,lncRNA
AC068946.1,protein_coding
ASAP1-IT2,lncRNA
AC116913.2,snoRNA
LINC01374,lncRNA
AL158835.3,lncRNA
AC006059.2,protein_coding
LINC02342,lncRNA
LINC01348,lncRNA
BTG3-AS1,lncRNA
AJ239328.1,lncRNA
AC009133.5,lncRNA
FP236383.4,lncRNA
SCAANT1,lncRNA
PCAT14,lncRNA
THRIL,lncRNA
AC096587.2,snoRNA
LINC02204,lncRNA
RNA5SP196,rRNA_pseudogene
AC245100.7,TEC
KCNIP4-IT1,lncRNA
AC134981.1,IG_V_pseudogene
AL157396.1,lncRNA
AL513210.2,TEC
CCDC163,protein_coding
LINC01242,lncRNA
SH3PXD2A-AS1,lncRNA
AC060814.3,lncRNA
SNORD3E,snoRNA
HPAT5,lncRNA
LINC02203,protein_coding
AL139035.1,lncRNA
JADRR,lncRNA
PCAT5,lncRNA
LINC01943,lncRNA
LINC00251,lncRNA
LINC01232,lncRNA
EIF1B-AS1,lncRNA
LINC01173,lncRNA
LINC00850,lncRNA
DUX4L1,unprocessed_pseudogene
AL356481.3,lncRNA
AL732314.4,lncRNA
AL732314.4,lncRNA
AP003304.1,miRNA
LINC01202,lncRNA
AC243547.3,protein_coding
JAKMIP2-AS1,lncRNA
PAGR1,protein_coding
LINC00294,lncRNA
DUX4L5,unprocessed_pseudogene
FP671120.6,lncRNA
LINC00836,lncRNA
AC090114.3,unprocessed_pseudogene
GSEC,lncRNA
AL355480.1,pseudogene
CPS1-IT1,lncRNA
AL121956.5,lncRNA
AC025048.6,transcribed_processed_pseudogene
MIR325HG,lncRNA
AC017002.2,lncRNA
AC060814.4,lncRNA
ELDR,lncRNA
AC009133.6,protein_coding
SNORA50D,snoRNA
AC104446.3,snoRNA
CTSLP3,transcribed_unprocessed_pseudogene
FOXCUT,lncRNA
AC092848.1,lncRNA
LINC00628,lncRNA
CTBP1-AS,lncRNA
AL353658.1,lncRNA
LINC01163,lncRNA
AC004808.1,TEC
TTTY3B,lncRNA
AC002059.2,miRNA
RPS4Y2,protein_coding
MATR3,protein_coding
LINC00581,lncRNA
AL121956.6,unprocessed_pseudogene
CCAT2,lncRNA
SNORD3D,snoRNA
LINC00921,lncRNA
AC004808.2,TEC
AC009065.9,snoRNA
AC092574.2,lncRNA
AL078581.4,lncRNA
N4BP2L2-IT2,lncRNA
AC005154.5,protein_coding
DUX4L6,unprocessed_pseudogene
AC073476.3,pseudogene
AC135068.7,processed_pseudogene
AL117327.1,lncRNA
LINC01395,lncRNA
AC105749.1,TEC
TRG-AS1,lncRNA
TMEM272,protein_coding
AL355480.2,pseudogene
AC135068.8,lncRNA
AC006355.2,lncRNA
PTENP1-AS,lncRNA
SCHLAP1,lncRNA
AL355480.3,pseudogene
MIR3651,miRNA
AC112786.1,scaRNA
AC018358.1,lncRNA
LINC01127,lncRNA
AL355390.2,lncRNA
AC135068.9,IG_V_gene
FP236383.5,lncRNA
NPTN-IT1,lncRNA
LINC00706,lncRNA
GHET1,lncRNA
AC007878.1,lncRNA
LINC00934,lncRNA
LINC01097,lncRNA
SLFNL1-AS1,lncRNA
LINC00254,lncRNA
AL132640.3,pseudogene
LINC02536,lncRNA
SALRNA3,lncRNA
AC068724.2,pseudogene
Z69713.1,snoRNA
AC025362.1,snoRNA
LINC01338,lncRNA
LINC00997,lncRNA
AC024941.2,lncRNA
HELLPAR,lncRNA
NF1P9,transcribed_unprocessed_pseudogene
AC120114.4,protein_coding
ARRDC3-AS1,lncRNA
RASSF1-AS1,lncRNA
AL049541.1,lncRNA
AC093826.1,pseudogene
INE2,lncRNA
ABALON,lncRNA
SEPTIN14P19,transcribed_unprocessed_pseudogene
FP671120.7,lncRNA
AP003500.1,lncRNA
LINC00506,lncRNA
SCARNA4,scaRNA
SNHG4,lncRNA
LINC01176,lncRNA
BLACAT1,protein_coding
AP001052.1,pseudogene
MIR548BB,miRNA
PANDAR,lncRNA
TGFB2-OT1,lncRNA
AL049541.2,lncRNA
AC006504.7,lncRNA
AC019226.1,TEC
PISRT1,lncRNA
LINC01955,lncRNA
CICP14,processed_pseudogene
DNAJB5-DT,lncRNA
SEPSECS-AS1,lncRNA
AC112786.2,scaRNA
AC004461.2,lncRNA
AC254562.3,lncRNA
LINC00895,lncRNA
AC135068.10,IG_V_pseudogene
LSINCT5,lncRNA
AL157778.1,lncRNA
AC241585.2,TEC
DBET,lncRNA
AC006978.2,protein_coding
AL365214.2,protein_coding
DUX4L3,unprocessed_pseudogene
SAMD12-AS1,lncRNA
EBLN3P,lncRNA
DUX4L7,unprocessed_pseudogene
AP000851.2,lncRNA
LINC00538,lncRNA
RBM5-AS1,lncRNA
PACRG-AS1,lncRNA
MIR664A,miRNA
LINC01012,lncRNA
ERC2-IT1,lncRNA
U3,snoRNA
DUX4L8,unprocessed_pseudogene
LINC01080,lncRNA
METTL14-DT,lncRNA
Z84468.1,lncRNA
AC241377.3,TEC
C2-AS1,lncRNA
LINC01230,lncRNA
AC019226.2,TEC
LINC00550,lncRNA
snoZ196,snoRNA
AL355987.6,snoRNA
LINC01394,lncRNA
AL355480.4,pseudogene
HCP5B,lncRNA
LINC00602,lncRNA
MIR1291,miRNA
AL732314.10,lncRNA
AL732314.10,lncRNA
LINC00891,lncRNA
AC106017.2,lncRNA
SNORD38B,snoRNA
AC034186.2,snoRNA
PAUPAR,lncRNA
AL512506.3,protein_coding
GIMAP1-GIMAP5,protein_coding
AC018638.8,transcribed_unprocessed_pseudogene
LINC02246,lncRNA
AC233263.7,lncRNA
HERC2P7,unprocessed_pseudogene
SNORA50A,snoRNA
LINC01144,lncRNA
AC007389.3,lncRNA
AC034228.3,protein_coding
AC073488.2,processed_pseudogene
AC073488.3,processed_pseudogene
TRBJ1-4,TR_J_gene
AF067845.4,lncRNA
AL592158.1,TEC
AC025268.1,TEC
IGHV1-69-2,IG_V_gene
TMEM265,protein_coding
AP000357.2,lncRNA
AC100810.3,lncRNA
AC006581.2,lncRNA
